ntraj: 1
npop: 2
n: 9801 /panfs/roc/scratch/pmonnaha/PloidySim/drift_nDS/d1//tp4_sp4_do0.1_se0.01_NN10000_mu1e-08_re1e-08_sG1_fG1_dG0_rep32_msel
0.0000125	0.99	0
0.000025	0.98915	0
0.0000375	0.989525	0
0.00005	0.988725	0
0.0000625	0.9888	0
0.000075	0.98795	0
0.0000875	0.9879	0
0.0001	0.9865	0
0.0001125	0.985825	0
0.000125	0.98545	0
0.0001375	0.9857	0
0.00015	0.9862	0
0.0001625	0.985325	0
0.000175	0.98645	0
0.0001875	0.986575	0
0.0002	0.986725	0
0.0002125	0.9869	0
0.000225	0.98565	0
0.0002375	0.98495	0
0.00025	0.9852	0
0.0002625	0.9846	0
0.000275	0.98505	0
0.0002875	0.984625	0
0.0003	0.984525	0
0.0003125	0.984525	0
0.000325	0.98495	0
0.0003375	0.984475	0
0.00035	0.98405	0
0.0003625	0.984325	0
0.000375	0.984725	0
0.0003875	0.983675	0
0.0004	0.9841	0
0.0004125	0.983625	0
0.000425	0.98395	0
0.0004375	0.9844	0
0.00045	0.98405	0
0.0004625	0.9842	0
0.000475	0.983625	0
0.0004875	0.984825	0
0.0005	0.9835	0
0.0005125	0.983575	0
0.000525	0.982475	0
0.0005375	0.9828	0
0.00055	0.9821	0
0.0005625	0.98165	0
0.000575	0.98165	0
0.0005875	0.980275	0
0.0006	0.98045	0
0.0006125	0.979475	0
0.000625	0.979175	0
0.0006375	0.9788	0
0.00065	0.978675	0
0.0006625	0.979025	0
0.000675	0.97995	0
0.0006875	0.97875	0
0.0007	0.97955	0
0.0007125	0.979925	0
0.000725	0.9794	0
0.0007375	0.978525	0
0.00075	0.979025	0
0.0007625	0.9779	0
0.000775	0.97745	0
0.0007875	0.977625	0
0.0008	0.9795	0
0.0008125	0.979925	0
0.000825	0.97955	0
0.0008375	0.9788	0
0.00085	0.978675	0
0.0008625	0.980175	0
0.000875	0.9808	0
0.0008875	0.980925	0
0.0009	0.98085	0
0.0009125	0.980825	0
0.000925	0.981575	0
0.0009375	0.981725	0
0.00095	0.9815	0
0.0009625	0.982025	0
0.000975	0.982225	0
0.0009875	0.981375	0
0.001	0.98145	0
0.0010125	0.981675	0
0.001025	0.98275	0
0.0010375	0.98305	0
0.00105	0.98265	0
0.0010625	0.982525	0
0.001075	0.982775	0
0.0010875	0.9834	0
0.0011	0.983525	0
0.0011125	0.983575	0
0.001125	0.982775	0
0.0011375	0.9826	0
0.00115	0.981425	0
0.0011625	0.9818	0
0.001175	0.9825	0
0.0011875	0.981725	0
0.0012	0.981775	0
0.0012125	0.981275	0
0.001225	0.981225	0
0.0012375	0.980825	0
0.00125	0.981125	0
0.0012625	0.98115	0
0.001275	0.98185	0
0.0012875	0.982275	0
0.0013	0.98215	0
0.0013125	0.982775	0
0.001325	0.982575	0
0.0013375	0.9822	0
0.00135	0.982425	0
0.0013625	0.982175	0
0.001375	0.982775	0
0.0013875	0.983075	0
0.0014	0.983675	0
0.0014125	0.98395	0
0.001425	0.98375	0
0.0014375	0.983975	0
0.00145	0.983475	0
0.0014625	0.982825	0
0.001475	0.98275	0
0.0014875	0.981725	0
0.0015	0.9818	0
0.0015125	0.982	0
0.001525	0.982475	0
0.0015375	0.98195	0
0.00155	0.982625	0
0.0015625	0.9823	0
0.001575	0.98165	0
0.0015875	0.9817	0
0.0016	0.9813	0
0.0016125	0.98135	0
0.001625	0.98155	0
0.0016375	0.980975	0
0.00165	0.9809	0
0.0016625	0.980625	0
0.001675	0.981775	0
0.0016875	0.981025	0
0.0017	0.979975	0
0.0017125	0.979975	0
0.001725	0.980975	0
0.0017375	0.98225	0
0.00175	0.983625	0
0.0017625	0.984025	0
0.001775	0.98435	0
0.0017875	0.9838	0
0.0018	0.984075	0
0.0018125	0.983825	0
0.001825	0.984	0
0.0018375	0.983425	0
0.00185	0.984125	0
0.0018625	0.983425	0
0.001875	0.98475	0
0.0018875	0.98455	0
0.0019	0.985175	0
0.0019125	0.98435	0
0.001925	0.984025	0
0.0019375	0.98385	0
0.00195	0.9845	0
0.0019625	0.9841	0
0.001975	0.9841	0
0.0019875	0.984025	0
0.002	0.983825	0
0.0020125	0.98315	0
0.002025	0.983125	0
0.0020375	0.983775	0
0.00205	0.984425	0
0.0020625	0.984025	0
0.002075	0.984575	0
0.0020875	0.9845	0
0.0021	0.98485	0
0.0021125	0.984625	0
0.002125	0.985025	0
0.0021375	0.985	0
0.00215	0.984525	0
0.0021625	0.984425	0
0.002175	0.984275	0
0.0021875	0.984125	0
0.0022	0.98505	0
0.0022125	0.9856	0
0.002225	0.98555	0
0.0022375	0.986625	0
